customer_id,suspicious_activity
SYNCID0000009865,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000009904,High Frequency Transactions: transaction_count > 224.00
SYNCID0000009908,High Frequency Transactions: transaction_count > 224.00
SYNCID0000009909,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000009915,High Frequency Transactions: transaction_count > 224.00
SYNCID0000009917,High Frequency Transactions: transaction_count > 224.00
SYNCID0000009918,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000009919,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000009926,High Frequency Transactions: transaction_count > 224.00
SYNCID0000009937,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000009939,High Frequency Transactions: transaction_count > 224.00
SYNCID0000009950,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000009959,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000009961,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000009962,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000009964,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000009974,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000009978,High Frequency Transactions: transaction_count > 224.00
SYNCID0000009980,High Frequency Transactions: transaction_count > 224.00
SYNCID0000009981,High Frequency Transactions: transaction_count > 224.00
SYNCID0000009995,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000010005,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000010008,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000010016,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000010031,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000010034,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000010038,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000010044,High Frequency Transactions: transaction_count > 224.00
SYNCID0000010045,High Frequency Transactions: transaction_count > 224.00
SYNCID0000010048,High Frequency Transactions: transaction_count > 224.00
SYNCID0000010058,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000010065,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000010078,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000010080,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000010094,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000010098,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000010100,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000010102,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000010110,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000010123,High Frequency Transactions: transaction_count > 224.00
SYNCID0000010137,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000010138,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000010141,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000010149,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000010150,High Frequency Transactions: transaction_count > 224.00
SYNCID0000010153,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000010156,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000010160,High Frequency Transactions: transaction_count > 224.00
SYNCID0000010162,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000010176,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000010192,High Frequency Transactions: transaction_count > 224.00
SYNCID0000010197,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000010240,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000010244,High Frequency Transactions: transaction_count > 224.00
SYNCID0000010274,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000010279,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000010287,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000010290,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000010299,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000010311,High Frequency Transactions: transaction_count > 224.00
SYNCID0000010318,High Frequency Transactions: transaction_count > 224.00
SYNCID0000010335,High Frequency Transactions: transaction_count > 224.00
SYNCID0000010339,High Frequency Transactions: transaction_count > 224.00
SYNCID0000010343,High Frequency Transactions: transaction_count > 224.00
SYNCID0000010347,High Frequency Transactions: transaction_count > 224.00
SYNCID0000010358,High Frequency Transactions: transaction_count > 224.00
SYNCID0000010365,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000010370,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000010375,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000010379,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000010385,High Frequency Transactions: transaction_count > 224.00
SYNCID0000010387,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000010400,High Frequency Transactions: transaction_count > 224.00
SYNCID0000010421,High Frequency Transactions: transaction_count > 224.00
SYNCID0000010425,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000010440,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000010441,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000010447,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000010456,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000010474,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000010475,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000010484,High Frequency Transactions: transaction_count > 224.00
SYNCID0000010494,High Frequency Transactions: transaction_count > 224.00
SYNCID0000010498,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000010499,High Frequency Transactions: transaction_count > 224.00
SYNCID0000010506,High Frequency Transactions: transaction_count > 224.00
SYNCID0000010510,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000010511,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000010512,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000010522,High Frequency Transactions: transaction_count > 224.00
SYNCID0000010524,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000010529,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
